causa_def|base_code|cod_group
X181|X18|Residual causes
M465|M46|Residual causes
A481|A48|Residual causes
X571|X57|Residual causes
P965|P96|Amenable to medical services
Y723|Y72|Residual causes
X962|X96|Homicides
D803|D80|Residual causes
Y175|Y17|Residual causes
Y193|Y19|Residual causes
X586|X58|Residual causes
W222|W22|Residual causes
Y870|Y87|Residual causes
N899|N89|Residual causes
C778|C77|Residual causes
A156|A15|Residual causes
W495|W49|Residual causes
K382|K38|Amenable to medical services
I888|I88|Residual causes
X146|X14|Residual causes
Q623|Q62|Residual causes
W061|W06|Residual causes
A327|A32|Amenable to medical services
E241|E24|Residual causes
Q991|Q99|Residual causes
D558|D55|Residual causes
O301|O30|Amenable to medical services
O051|O05|Amenable to medical services
X231|X23|Residual causes
W097|W09|Residual causes
Q779|Q77|Residual causes
X888|X88|Homicides
F062|F06|Residual causes
X946|X94|Homicides
X966|X96|Homicides
Y083|Y08|Homicides
Y526|Y52|Residual causes
Y303|Y30|Residual causes
X069|X06|Residual causes
W607|W60|Residual causes
Y436|Y43|Residual causes
W677|W67|Residual causes
X869|X86|Homicides
E59X|E59|Residual causes
Y301|Y30|Residual causes
M879|M87|Residual causes
W523|W52|Residual causes
O470|O47|Amenable to medical services
O745|O74|Amenable to medical services
N857|N85|Residual causes
G811|G81|Residual causes
N603|N60|Residual causes
W815|W81|Residual causes
K713|K71|Residual causes
M468|M46|Residual causes
A759|A75|Amenable to medical services
W284|W28|Residual causes
X377|X37|Residual causes
Y337|Y33|Residual causes
O691|O69|Amenable to medical services
E791|E79|Residual causes
Y466|Y46|Residual causes
Y462|Y46|Residual causes
W231|W23|Residual causes
X582|X58|Residual causes
D239|D23|Residual causes
E851|E85|Residual causes
V265|V26|Road traffic accidents
Q931|Q93|Residual causes
V437|V43|Road traffic accidents
K765|K76|Residual causes
M162|M16|Residual causes
V655|V65|Road traffic accidents
V659|V65|Road traffic accidents
N340|N34|Residual causes
G253|G25|Residual causes
M482|M48|Residual causes
C775|C77|Residual causes
W266|W26|Residual causes
Q266|Q26|Amenable to medical services
R520|R52|Residual causes
Q990|Q99|Residual causes
A692|A69|Residual causes
W328|W32|Residual causes
A154|A15|Residual causes
R634|R63|Residual causes
W762|W76|Residual causes
X639|X63|Residual causes
W547|W54|Residual causes
W333|W33|Residual causes
W233|W23|Residual causes
F791|F79|Residual causes
Q355|Q35|Residual causes
Y542|Y54|Residual causes
C088|C08|Residual causes
D608|D60|Residual causes
X170|X17|Residual causes
W556|W55|Residual causes
E617|E61|Residual causes
V131|V13|Road traffic accidents
R161|R16|Residual causes
W280|W28|Residual causes
N829|N82|Residual causes
Y282|Y28|Residual causes
O747|O74|Amenable to medical services
O668|O66|Amenable to medical services
N020|N02|Amenable to medical services
X807|X80|Residual causes
V110|V11|Road traffic accidents
M167|M16|Residual causes
X047|X04|Residual causes
V630|V63|Road traffic accidents
V670|V67|Road traffic accidents
V690|V69|Road traffic accidents
Y291|Y29|Residual causes
Y454|Y45|Residual causes
V790|V79|Road traffic accidents
G032|G03|Residual causes
O878|O87|Amenable to medical services
F194|F19|Residual causes
X007|X00|Residual causes
F339|F33|Residual causes
V736|V73|Road traffic accidents
X109|X10|Residual causes
X320|X32|Residual causes
F508|F50|Residual causes
X693|X69|Residual causes
X731|X73|Residual causes
X042|X04|Residual causes
C463|C46|Residual causes
W297|W29|Residual causes
N485|N48|Residual causes
I774|I77|Residual causes
X473|X47|Residual causes
I512|I51|Residual causes
D550|D55|Residual causes
V465|V46|Road traffic accidents
D172|D17|Residual causes
R501|R50|Residual causes
N032|N03|Amenable to medical services
W577|W57|Residual causes
X025|X02|Residual causes
N413|N41|Residual causes
C110|C11|Residual causes
V812|V81|Road traffic accidents
D552|D55|Residual causes
X544|X54|Residual causes
X864|X86|Homicides
L010|L01|Residual causes
E700|E70|Residual causes
O367|O36|Amenable to medical services
Y332|Y33|Residual causes
W855|W85|Residual causes
Y431|Y43|Residual causes
N008|N00|Amenable to medical services
N835|N83|Residual causes
Y780|Y78|Residual causes
V151|V15|Road traffic accidents
V275|V27|Road traffic accidents
Q041|Q04|Residual causes
V547|V54|Road traffic accidents
V431|V43|Road traffic accidents
Y568|Y56|Residual causes
V787|V78|Road traffic accidents
L038|L03|Residual causes
L024|L02|Residual causes
F239|F23|Residual causes
V386|V38|Road traffic accidents
C813|C81|Amenable to medical services
G254|G25|Residual causes
C701|C70|Residual causes
V375|V37|Road traffic accidents
W063|W06|Residual causes
O421|O42|Amenable to medical services
X461|X46|Residual causes
A630|A63|Amenable to medical services
B870|B87|Residual causes
X891|X89|Homicides
Q068|Q06|Residual causes
D24X|D24|Residual causes
D191|D19|Residual causes
X362|X36|Residual causes
X148|X14|Residual causes
B381|B38|Residual causes
W511|W51|Residual causes
Y037|Y03|Homicides
N350|N35|Residual causes
D578|D57|Residual causes
P048|P04|Amenable to medical services
M088|M08|Residual causes
X965|X96|Homicides
O749|O74|Amenable to medical services
R457|R45|Residual causes
G248|G24|Residual causes
E054|E05|Amenable to medical services
V927|V92|Road traffic accidents
M855|M85|Residual causes
E708|E70|Residual causes
M620|M62|Residual causes
X717|X71|Residual causes
Y285|Y28|Residual causes
O032|O03|Amenable to medical services
A032|A03|Amenable to medical services
C002|C00|Residual causes
Y406|Y40|Residual causes
A544|A54|Amenable to medical services
Q011|Q01|Residual causes
Y710|Y71|Residual causes
Y718|Y71|Residual causes
D562|D56|Residual causes
Q383|Q38|Residual causes
Y021|Y02|Homicides
W082|W08|Residual causes
E803|E80|Residual causes
P139|P13|Amenable to medical services
I445|I44|Residual causes
M849|M84|Residual causes
M429|M42|Residual causes
P503|P50|Amenable to medical services
W074|W07|Residual causes
W522|W52|Residual causes
W375|W37|Residual causes
D100|D10|Residual causes
M621|M62|Residual causes
W528|W52|Residual causes
F59X|F59|Residual causes
H651|H65|Residual causes
O292|O29|Amenable to medical services
Y011|Y01|Homicides
M890|M89|Residual causes
X903|X90|Homicides
X683|X68|Residual causes
V792|V79|Road traffic accidents
D170|D17|Residual causes
X973|X97|Homicides
V830|V83|Road traffic accidents
X843|X84|Residual causes
C797|C79|Residual causes
V281|V28|Road traffic accidents
B600|B60|Residual causes
W237|W23|Residual causes
V300|V30|Road traffic accidents
D831|D83|Residual causes
E631|E63|Residual causes
H819|H81|Residual causes
D312|D31|Residual causes
W153|W15|Residual causes
Q970|Q97|Residual causes
X002|X00|Residual causes
M174|M17|Residual causes
C882|C88|Residual causes
V827|V82|Road traffic accidents
Q828|Q82|Residual causes
A89X|A89|Residual causes
M878|M87|Residual causes
X945|X94|Homicides
X987|X98|Homicides
X858|X85|Homicides
V653|V65|Road traffic accidents
R012|R01|Residual causes
X686|X68|Residual causes
W244|W24|Residual causes
X114|X11|Residual causes
D581|D58|Residual causes
G361|G36|Residual causes
O642|O64|Amenable to medical services
W555|W55|Residual causes
Q803|Q80|Residual causes
A679|A67|Residual causes
Y423|Y42|Residual causes
W731|W73|Residual causes
A541|A54|Amenable to medical services
Q742|Q74|Residual causes
M402|M40|Residual causes
O002|O00|Amenable to medical services
P589|P58|Amenable to medical services
F067|F06|Residual causes
F311|F31|Residual causes
F251|F25|Residual causes
F313|F31|Residual causes
M864|M86|Residual causes
A392|A39|Residual causes
A278|A27|Residual causes
W654|W65|Residual causes
A230|A23|Amenable to medical services
R638|R63|Residual causes
X570|X57|Residual causes
I427|I42|Residual causes
J128|J12|Amenable to medical services
A310|A31|Residual causes
X081|X08|Residual causes
M172|M17|Residual causes
Q939|Q93|Residual causes
W377|W37|Residual causes
M993|M99|Residual causes
Y408|Y40|Residual causes
V471|V47|Road traffic accidents
X503|X50|Residual causes
Y227|Y22|Residual causes
W508|W50|Residual causes
N751|N75|Residual causes
A779|A77|Amenable to medical services
Y574|Y57|Residual causes
Y261|Y26|Residual causes
E630|E63|Residual causes
X776|X77|Residual causes
O663|O66|Amenable to medical services
V260|V26|Road traffic accidents
C022|C02|Residual causes
W258|W25|Residual causes
W851|W85|Residual causes
W517|W51|Residual causes
E649|E64|Residual causes
Y525|Y52|Residual causes
D644|D64|Residual causes
B431|B43|Residual causes
X028|X02|Residual causes
Y191|Y19|Residual causes
K599|K59|Residual causes
C008|C00|Residual causes
V170|V17|Road traffic accidents
B471|B47|Residual causes
K513|K51|Residual causes
I493|I49|Residual causes
V914|V91|Road traffic accidents
W216|W21|Residual causes
Y565|Y56|Residual causes
E753|E75|Residual causes
D730|D73|Residual causes
K859|K85|Residual causes
K227|K22|Residual causes
M161|M16|Residual causes
K851|K85|Residual causes
K858|K85|Residual causes
K852|K85|Residual causes
M488|M48|Residual causes
L023|L02|Residual causes
N649|N64|Residual causes
H441|H44|Residual causes
X268|X26|Residual causes
P916|P91|Amenable to medical services
F444|F44|Residual causes
M192|M19|Residual causes
F729|F72|Residual causes
W407|W40|Residual causes
V640|V64|Road traffic accidents
O892|O89|Amenable to medical services
D721|D72|Residual causes
O420|O42|Amenable to medical services
L032|L03|Residual causes
G256|G25|Residual causes
D035|D03|Residual causes
X546|X54|Residual causes
L130|L13|Residual causes
K511|K51|Residual causes
B460|B46|Residual causes
B409|B40|Residual causes
N270|N27|Amenable to medical services
H356|H35|Residual causes
L929|L92|Residual causes
Q678|Q67|Residual causes
R75X|R75|Residual causes
Q312|Q31|Residual causes
L438|L43|Residual causes
K029|K02|Residual causes
K088|K08|Residual causes
W403|W40|Residual causes
X384|X38|Residual causes
Q743|Q74|Residual causes
D043|D04|Residual causes
B002|B00|Residual causes
X367|X36|Residual causes
Y450|Y45|Residual causes
D144|D14|Residual causes
R292|R29|Residual causes
X457|X45|Residual causes
I831|I83|Residual causes
W033|W03|Residual causes
K601|K60|Residual causes
K112|K11|Residual causes
Y402|Y40|Residual causes
Y521|Y52|Residual causes
O893|O89|Amenable to medical services
M439|M43|Residual causes
Q754|Q75|Residual causes
H811|H81|Residual causes
L028|L02|Residual causes
E65X|E65|Residual causes
X174|X17|Residual causes
B80X|B80|Residual causes
D319|D31|Residual causes
D229|D22|Residual causes
W507|W50|Residual causes
Q748|Q74|Residual causes
V533|V53|Road traffic accidents
E168|E16|Residual causes
G441|G44|Residual causes
E721|E72|Residual causes
M239|M23|Residual causes
M679|M67|Residual causes
B252|B25|Residual causes
W589|W58|Residual causes
L239|L23|Residual causes
L814|L81|Residual causes
L408|L40|Residual causes
L598|L59|Residual causes
Q938|Q93|Residual causes
J348|J34|Residual causes
Q930|Q93|Residual causes
M622|M62|Residual causes
Q984|Q98|Residual causes
B390|B39|Residual causes
K850|K85|Residual causes
Q777|Q77|Residual causes
J304|J30|Residual causes
N856|N85|Residual causes
D168|D16|Residual causes
N141|N14|Residual causes
H838|H83|Residual causes
D157|D15|Residual causes
D124|D12|Residual causes
M317|M31|Residual causes
H351|H35|Residual causes
X198|X19|Residual causes
V803|V80|Road traffic accidents
H570|H57|Residual causes
M544|M54|Residual causes
L059|L05|Residual causes
G231|G23|Residual causes
M538|M53|Residual causes
M720|M72|Residual causes
M797|M79|Residual causes
V112|V11|Road traffic accidents
N950|N95|Residual causes
E638|E63|Residual causes
L049|L04|Residual causes
G472|G47|Residual causes
N951|N95|Residual causes
V183|V18|Road traffic accidents
Q824|Q82|Residual causes
K149|K14|Residual causes
M249|M24|Residual causes
O034|O03|Amenable to medical services
N765|N76|Residual causes
L739|L73|Residual causes
M405|M40|Residual causes
Q382|Q38|Residual causes
X456|X45|Residual causes
X672|X67|Residual causes
D732|D73|Residual causes
O410|O41|Amenable to medical services
V530|V53|Road traffic accidents
V531|V53|Road traffic accidents
X441|X44|Residual causes
W691|W69|Residual causes
D807|D80|Residual causes
X727|X72|Residual causes
J330|J33|Residual causes
Y186|Y18|Residual causes
C671|C67|Amenable to medical services
N905|N90|Residual causes
Q822|Q82|Residual causes
D568|D56|Residual causes
A699|A69|Residual causes
D532|D53|Residual causes
E798|E79|Residual causes
F509|F50|Residual causes
Q353|Q35|Residual causes
V776|V77|Road traffic accidents
X455|X45|Residual causes
W928|W92|Residual causes
X673|X67|Residual causes
X236|X23|Residual causes
N033|N03|Amenable to medical services
K902|K90|Residual causes
W940|W94|Residual causes
L859|L85|Residual causes
X696|X69|Residual causes
N648|N64|Residual causes
Q560|Q56|Residual causes
M624|M62|Residual causes
A012|A01|Amenable to medical services
L80X|L80|Residual causes
W524|W52|Residual causes
P370|P37|Amenable to medical services
W167|W16|Residual causes
E221|E22|Residual causes
D091|D09|Residual causes
P014|P01|Amenable to medical services
P049|P04|Amenable to medical services
P929|P92|Amenable to medical services
L909|L90|Residual causes
L308|L30|Residual causes
L303|L30|Residual causes
Q182|Q18|Residual causes
E283|E28|Residual causes
L22X|L22|Residual causes
R098|R09|Residual causes
Q563|Q56|Residual causes
Y429|Y42|Residual causes
X001|X00|Residual causes
F418|F41|Residual causes
X907|X90|Homicides
Y652|Y65|Amenable to medical services
M888|M88|Residual causes
K620|K62|Residual causes
B901|B90|Amenable to medical services
B439|B43|Residual causes
M248|M24|Residual causes
Y563|Y56|Residual causes
Q180|Q18|Residual causes
H119|H11|Residual causes
R91X|R91|Residual causes
L980|L98|Residual causes
B263|B26|Residual causes
F012|F01|Residual causes
O862|O86|Amenable to medical services
B368|B36|Residual causes
V942|V94|Road traffic accidents
M629|M62|Residual causes
O039|O03|Amenable to medical services
D039|D03|Residual causes
I444|I44|Residual causes
W143|W14|Residual causes
D022|D02|Residual causes
O48X|O48|Amenable to medical services
N259|N25|Amenable to medical services
M997|M99|Residual causes
C672|C67|Amenable to medical services
W510|W51|Residual causes
V867|V86|Road traffic accidents
A65X|A65|Residual causes
K081|K08|Residual causes
J343|J34|Residual causes
X197|X19|Residual causes
F314|F31|Residual causes
Y492|Y49|Residual causes
X453|X45|Residual causes
J303|J30|Residual causes
K130|K13|Residual causes
M601|M60|Residual causes
F328|F32|Residual causes
F88X|F88|Residual causes
G442|G44|Residual causes
F719|F71|Residual causes
D171|D17|Residual causes
N271|N27|Amenable to medical services
V283|V28|Road traffic accidents
Q987|Q98|Residual causes
D235|D23|Residual causes
O716|O71|Amenable to medical services
V214|V21|Road traffic accidents
B787|B78|Residual causes
Y147|Y14|Residual causes
L088|L08|Residual causes
N808|N80|Residual causes
K049|K04|Residual causes
L858|L85|Residual causes
J018|J01|Amenable to medical services
B383|B38|Residual causes
Q184|Q18|Residual causes
M865|M86|Residual causes
M533|M53|Residual causes
A161|A16|Amenable to medical services
X935|X93|Homicides
X452|X45|Residual causes
V606|V60|Road traffic accidents
X507|X50|Residual causes
W998|W99|Residual causes
G620|G62|Residual causes
M859|M85|Residual causes
A64X|A64|Amenable to medical services
W311|W31|Residual causes
H579|H57|Residual causes
N303|N30|Residual causes
D413|D41|Residual causes
H531|H53|Residual causes
L982|L98|Residual causes
F803|F80|Residual causes
D291|D29|Residual causes
A748|A74|Residual causes
Y539|Y53|Residual causes
X222|X22|Residual causes
G458|G45|Residual causes
K028|K02|Residual causes
D233|D23|Residual causes
E519|E51|Residual causes
L403|L40|Residual causes
B883|B88|Residual causes
Q785|Q78|Residual causes
W569|W56|Residual causes
W609|W60|Residual causes
M626|M62|Residual causes
F409|F40|Residual causes
W568|W56|Residual causes
X395|X39|Residual causes
P839|P83|Amenable to medical services
D173|D17|Residual causes
Y426|Y42|Residual causes
M256|M25|Residual causes
H259|H25|Residual causes
W043|W04|Residual causes
H748|H74|Residual causes
N363|N36|Residual causes
C151|C15|Residual causes
Q821|Q82|Residual causes
A158|A15|Residual causes
G527|G52|Residual causes
G562|G56|Residual causes
Q823|Q82|Residual causes
O290|O29|Amenable to medical services
G720|G72|Residual causes
X493|X49|Residual causes
Y629|Y62|Amenable to medical services
P032|P03|Amenable to medical services
N645|N64|Residual causes
M480|M48|Residual causes
G118|G11|Residual causes
H498|H49|Residual causes
O041|O04|Amenable to medical services
N949|N94|Residual causes
D292|D29|Residual causes
G542|G54|Residual causes
L908|L90|Residual causes
O699|O69|Amenable to medical services
J323|J32|Residual causes
N889|N88|Residual causes
M952|M95|Residual causes
D260|D26|Residual causes
B300|B30|Residual causes
P962|P96|Amenable to medical services
F798|F79|Residual causes
F730|F73|Residual causes
B438|B43|Residual causes
E053|E05|Amenable to medical services
P151|P15|Amenable to medical services
N810|N81|Residual causes
W084|W08|Residual causes
Y057|Y05|Homicides
M531|M53|Residual causes
X801|X80|Residual causes
V709|V70|Road traffic accidents
F845|F84|Residual causes
X466|X46|Residual causes
W391|W39|Residual causes
E511|E51|Residual causes
M353|M35|Residual causes
V861|V86|Road traffic accidents
Q730|Q73|Residual causes
X248|X24|Residual causes
G830|G83|Residual causes
Y172|Y17|Residual causes
K054|K05|Residual causes
X659|X65|Residual causes
W529|W52|Residual causes
L405|L40|Residual causes
X786|X78|Residual causes
D829|D82|Residual causes
J205|J20|Amenable to medical services
N47X|N47|Residual causes
X315|X31|Residual causes
V394|V39|Road traffic accidents
A665|A66|Amenable to medical services
R202|R20|Residual causes
L219|L21|Residual causes
F050|F05|Residual causes
K109|K10|Residual causes
D359|D35|Residual causes
M250|M25|Residual causes
B372|B37|Residual causes
X941|X94|Homicides
E561|E56|Residual causes
Q120|Q12|Residual causes
P394|P39|Amenable to medical services
N001|N00|Amenable to medical services
W676|W67|Residual causes
A750|A75|Amenable to medical services
K712|K71|Residual causes
G549|G54|Residual causes
P040|P04|Amenable to medical services
G509|G50|Residual causes
X296|X29|Residual causes
V243|V24|Road traffic accidents
A400|A40|Amenable to medical services
X196|X19|Residual causes
G601|G60|Residual causes
H814|H81|Residual causes
W442|W44|Residual causes
F453|F45|Residual causes
V162|V16|Road traffic accidents
W113|W11|Residual causes
W863|W86|Residual causes
W041|W04|Residual causes
V393|V39|Road traffic accidents
W587|W58|Residual causes
Q549|Q54|Residual causes
M418|M41|Residual causes
N733|N73|Residual causes
J108|J10|Amenable to medical services
V120|V12|Road traffic accidents
X401|X40|Residual causes
N852|N85|Residual causes
M119|M11|Residual causes
M243|M24|Residual causes
X711|X71|Residual causes
N014|N01|Amenable to medical services
W045|W04|Residual causes
Q505|Q50|Residual causes
D838|D83|Residual causes
E678|E67|Residual causes
J09X|J09|Amenable to medical services
J101|J10|Amenable to medical services
D353|D35|Residual causes
X306|X30|Residual causes
M002|M00|Residual causes
X316|X31|Residual causes
A510|A51|Amenable to medical services
L729|L72|Residual causes
M542|M54|Residual causes
X303|X30|Residual causes
W493|W49|Residual causes
O901|O90|Amenable to medical services
M895|M89|Residual causes
N63X|N63|Residual causes
X502|X50|Residual causes
Q810|Q81|Residual causes
Y481|Y48|Residual causes
L121|L12|Residual causes
Q935|Q93|Residual causes
M412|M41|Residual causes
P923|P92|Amenable to medical services
K089|K08|Residual causes
X971|X97|Homicides
N304|N30|Residual causes
D121|D12|Residual causes
A609|A60|Amenable to medical services
N872|N87|Residual causes
L050|L05|Residual causes
X643|X64|Residual causes
X471|X47|Residual causes
L401|L40|Residual causes
C674|C67|Amenable to medical services
E201|E20|Residual causes
D212|D21|Residual causes
O689|O68|Amenable to medical services
X943|X94|Homicides
B873|B87|Residual causes
Y114|Y11|Residual causes
P115|P11|Amenable to medical services
O630|O63|Amenable to medical services
Q808|Q80|Residual causes
A030|A03|Amenable to medical services
X663|X66|Residual causes
X721|X72|Residual causes
A90X|A90|Residual causes
H402|H40|Residual causes
X387|X38|Residual causes
L538|L53|Residual causes
W833|W83|Residual causes
W049|W04|Residual causes
N871|N87|Residual causes
B519|B51|Residual causes
M546|M54|Residual causes
B088|B08|Residual causes
B663|B66|Residual causes
M548|M54|Residual causes
V314|V31|Road traffic accidents
X412|X41|Residual causes
X083|X08|Residual causes
R234|R23|Residual causes
M518|M51|Residual causes
Y812|Y81|Residual causes
G212|G21|Residual causes
W058|W05|Residual causes
Q955|Q95|Residual causes
Y072|Y07|Homicides
M258|M25|Residual causes
Y258|Y25|Residual causes
Q165|Q16|Residual causes
W064|W06|Residual causes
B448|B44|Residual causes
W926|W92|Residual causes
J661|J66|Amenable to medical services
X305|X30|Residual causes
X868|X86|Homicides
Q380|Q38|Residual causes
L711|L71|Residual causes
V756|V75|Road traffic accidents
Y100|Y10|Residual causes
O291|O29|Amenable to medical services
Y263|Y26|Residual causes
H744|H74|Residual causes
M028|M02|Residual causes
W217|W21|Residual causes
Q672|Q67|Residual causes
Q740|Q74|Residual causes
Y333|Y33|Residual causes
X875|X87|Homicides
O040|O04|Amenable to medical services
X761|X76|Residual causes
Q663|Q66|Residual causes
X390|X39|Residual causes
X641|X64|Residual causes
M858|M85|Residual causes
L040|L04|Residual causes
V154|V15|Road traffic accidents
M959|M95|Residual causes
V673|V67|Road traffic accidents
Q341|Q34|Residual causes
Y328|Y32|Residual causes
X206|X20|Residual causes
L131|L13|Residual causes
X896|X89|Homicides
W491|W49|Residual causes
V674|V67|Road traffic accidents
M210|M21|Residual causes
Q503|Q50|Residual causes
H609|H60|Residual causes
P046|P04|Amenable to medical services
L011|L01|Residual causes
I408|I40|Residual causes
X005|X00|Residual causes
X716|X71|Residual causes
A241|A24|Amenable to medical services
V396|V39|Road traffic accidents
Q802|Q80|Residual causes
C943|C94|Amenable to medical services
X883|X88|Homicides
W011|W01|Residual causes
V854|V85|Road traffic accidents
V769|V76|Road traffic accidents
X617|X61|Residual causes
Y226|Y22|Residual causes
M125|M12|Residual causes
Q313|Q31|Residual causes
W352|W35|Residual causes
Q964|Q96|Residual causes
H355|H35|Residual causes
R233|R23|Residual causes
L530|L53|Residual causes
H178|H17|Residual causes
Q972|Q97|Residual causes
F129|F12|Residual causes
V205|V20|Road traffic accidents
V506|V50|Road traffic accidents
Y062|Y06|Homicides
X451|X45|Residual causes
P128|P12|Amenable to medical services
X402|X40|Residual causes
K835|K83|Residual causes
O740|O74|Amenable to medical services
A304|A30|Residual causes
B351|B35|Residual causes
X051|X05|Residual causes
Q973|Q97|Residual causes
H913|H91|Residual causes
L509|L50|Residual causes
W294|W29|Residual causes
M463|M46|Residual causes
F302|F30|Residual causes
X427|X42|Residual causes
X154|X15|Residual causes
X851|X85|Homicides
D250|D25|Residual causes
B814|B81|Residual causes
L304|L30|Residual causes
A301|A30|Residual causes
N834|N83|Residual causes
K575|K57|Residual causes
N072|N07|Amenable to medical services
F228|F22|Residual causes
B888|B88|Residual causes
O359|O35|Amenable to medical services
K071|K07|Residual causes
Y422|Y42|Residual causes
V637|V63|Road traffic accidents
X127|X12|Residual causes
V857|V85|Road traffic accidents
W165|W16|Residual causes
X115|X11|Residual causes
V426|V42|Road traffic accidents
Y081|Y08|Homicides
M254|M25|Residual causes
E839|E83|Residual causes
F501|F50|Residual causes
X803|X80|Residual causes
X363|X36|Residual causes
E723|E72|Residual causes
E611|E61|Residual causes
W918|W91|Residual causes
W302|W30|Residual causes
D316|D31|Residual causes
F431|F43|Residual causes
E768|E76|Residual causes
F070|F07|Residual causes
V864|V86|Road traffic accidents
X446|X44|Residual causes
V755|V75|Road traffic accidents
Q261|Q26|Amenable to medical services
J351|J35|Residual causes
M414|M41|Residual causes
Q950|Q95|Residual causes
D234|D23|Residual causes
W362|W36|Residual causes
W997|W99|Residual causes
W773|W77|Residual causes
W085|W08|Residual causes
W397|W39|Residual causes
W015|W01|Residual causes
Y590|Y59|Residual causes
W542|W54|Residual causes
W263|W26|Residual causes
M252|M25|Residual causes
J682|J68|Amenable to medical services
J301|J30|Residual causes
K110|K11|Residual causes
V664|V66|Road traffic accidents
D334|D33|Residual causes
X765|X76|Residual causes
D290|D29|Residual causes
V935|V93|Road traffic accidents
J683|J68|Amenable to medical services
A155|A15|Residual causes
R470|R47|Residual causes
F69X|F69|Residual causes
X177|X17|Residual causes
W456|W45|Residual causes
W686|W68|Residual causes
X024|X02|Residual causes
M722|M72|Residual causes
R221|R22|Residual causes
X011|X01|Residual causes
V844|V84|Road traffic accidents
V806|V80|Road traffic accidents
M812|M81|Residual causes
L983|L98|Residual causes
V933|V93|Road traffic accidents
X443|X44|Residual causes
G571|G57|Residual causes
V945|V94|Road traffic accidents
L518|L51|Residual causes
Q699|Q69|Residual causes
V477|V47|Road traffic accidents
H401|H40|Residual causes
Q829|Q82|Residual causes
R590|R59|Residual causes
G588|G58|Residual causes
F711|F71|Residual causes
L041|L04|Residual causes
W072|W07|Residual causes
X031|X03|Residual causes
Y185|Y18|Residual causes
C021|C02|Residual causes
W853|W85|Residual causes
A542|A54|Amenable to medical services
W570|W57|Residual causes
X736|X73|Residual causes
H471|H47|Residual causes
J983|J98|Amenable to medical services
W894|W89|Residual causes
M251|M25|Residual causes
A778|A77|Amenable to medical services
V443|V44|Road traffic accidents
Y130|Y13|Residual causes
P121|P12|Amenable to medical services
J014|J01|Amenable to medical services
X063|X06|Residual causes
M415|M41|Residual causes
X462|X46|Residual causes
A850|A85|Residual causes
D804|D80|Residual causes
K069|K06|Residual causes
W292|W29|Residual causes
X675|X67|Residual causes
X540|X54|Residual causes
W004|W00|Residual causes
G540|G54|Residual causes
G433|G43|Residual causes
K046|K04|Residual causes
M615|M61|Residual causes
Y818|Y81|Residual causes
X985|X98|Homicides
V398|V39|Road traffic accidents
W026|W02|Residual causes
B871|B87|Residual causes
W221|W22|Residual causes
V400|V40|Road traffic accidents
J353|J35|Residual causes
M131|M13|Residual causes
Q971|Q97|Residual causes
L300|L30|Residual causes
X365|X36|Residual causes
F133|F13|Residual causes
V424|V42|Road traffic accidents
W247|W24|Residual causes
X774|X77|Residual causes
M659|M65|Residual causes
Q658|Q65|Residual causes
W291|W29|Residual causes
C673|C67|Amenable to medical services
M413|M41|Residual causes
Q103|Q10|Residual causes
Y176|Y17|Residual causes
Y211|Y21|Residual causes
W039|W03|Residual causes
M122|M12|Residual causes
F206|F20|Residual causes
Y354|Y35|Residual causes
Y357|Y35|Residual causes
V472|V47|Road traffic accidents
Q958|Q95|Residual causes
I843|I84|Residual causes
F89X|F89|Residual causes
Y320|Y32|Residual causes
A401|A40|Amenable to medical services
P782|P78|Amenable to medical services
F530|F53|Residual causes
W262|W26|Residual causes
W771|W77|Residual causes
X361|X36|Residual causes
V401|V40|Road traffic accidents
X860|X86|Homicides
O295|O29|Amenable to medical services
N959|N95|Residual causes
W751|W75|Residual causes
G834|G83|Residual causes
G041|G04|Residual causes
L259|L25|Residual causes
A752|A75|Amenable to medical services
W862|W86|Residual causes
V916|V91|Road traffic accidents
X547|X54|Residual causes
V852|V85|Road traffic accidents
X251|X25|Residual causes
V326|V32|Road traffic accidents
E214|E21|Residual causes
G452|G45|Residual causes
N908|N90|Residual causes
Y157|Y15|Residual causes
W502|W50|Residual causes
J339|J33|Residual causes
W942|W94|Residual causes
V164|V16|Road traffic accidents
F608|F60|Residual causes
C318|C31|Residual causes
X936|X93|Homicides
K100|K10|Residual causes
V656|V65|Road traffic accidents
W861|W86|Residual causes
E838|E83|Residual causes
G570|G57|Residual causes
X280|X28|Residual causes
D560|D56|Residual causes
W042|W04|Residual causes
R270|R27|Residual causes
X045|X04|Residual causes
W460|W46|Residual causes
X646|X64|Residual causes
G722|G72|Residual causes
M721|M72|Residual causes
C758|C75|Residual causes
M862|M86|Residual causes
D809|D80|Residual causes
J012|J01|Amenable to medical services
W038|W03|Residual causes
V687|V68|Road traffic accidents
O045|O04|Amenable to medical services
M860|M86|Residual causes
N005|N00|Amenable to medical services
W155|W15|Residual causes
W430|W43|Residual causes
P233|P23|Amenable to medical services
D590|D59|Residual causes
N761|N76|Residual causes
W288|W28|Residual causes
R418|R41|Residual causes
D123|D12|Residual causes
Y620|Y62|Amenable to medical services
C944|C94|Amenable to medical services
I062|I06|Amenable to medical services
M342|M34|Residual causes
M481|M48|Residual causes
Y713|Y71|Residual causes
E661|E66|Residual causes
X906|X90|Homicides
X134|X13|Residual causes
Y026|Y02|Homicides
A872|A87|Residual causes
V225|V22|Road traffic accidents
L030|L03|Residual causes
V860|V86|Road traffic accidents
